id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
416810,NIG-2021-1-14669-256,2021,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""PRNigeria,2021-09-24,Nigerian Troops Repel ISWAP Attacks at Borno Military Base, Yobe Community"";""@TomaszRolbiecki,2021-09-25,According to PRNigeria, on Thursday NA repelled the ISWAP attack in Mallam Fatori""",PRNigeria;@TomaszRolbiecki,2021-09-24;2021-09-25,"Nigerian Troops Repel ISWAP Attacks at Borno Military Base, Yobe Community;According to PRNigeria, on Thursday NA repelled the ISWAP attack in Mallam Fatori",IS,1,Malam Fatori village,in Mallam Fatori,Borno state,Abadam lga,13.673400,13.338800,POINT (13.3388 13.6734),149427,Nigeria,NGA,475,Africa,1,1,2021-09-23 00:00:00.000,2021-09-23 00:00:00.000,0,2,0,0,2,2,2,475,
420467,NIG-2021-1-14669-282,2021,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""TomaszRolbiecki,2021-10-18,A typical after-weekend update: ISWAP claimed two attacks on Friday. First, the group""",TomaszRolbiecki,2021-10-18,"A typical after-weekend update: ISWAP claimed two attacks on Friday. First, the group",IS,5,Gajiram-Monguno road,on the Monguno-Gajiram road,Borno state,,12.652114,13.362951,POINT (13.362951 12.652114),147987,Nigeria,NGA,475,Africa,1,1,2021-10-15 00:00:00.000,2021-10-15 00:00:00.000,0,0,0,0,0,10,0,475,
420626,NIG-2021-1-14669-290,2021,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""PRNigeria,2021-11-03,ISWAP kills 2 Policemen, 1 soldier during clearance Operation at Malam Fatori"";""BBC Monitoring Africa,2021-11-04,Nigerian militants kill policemen and soldier in northeast""",PRNigeria;BBC Monitoring Africa,2021-11-03;2021-11-04,"ISWAP kills 2 Policemen, 1 soldier during clearance Operation at Malam Fatori;Nigerian militants kill policemen and soldier in northeast",security source,1,Malam Fatori village,"at Malam Fatori, the headquarters of Abadam Local Government of Borno State",Borno state,Abadam lga,13.673400,13.338800,POINT (13.3388 13.6734),149427,Nigeria,NGA,475,Africa,1,1,2021-11-03 00:00:00.000,2021-11-03 00:00:00.000,3,0,0,0,3,3,3,475,
423316,NIG-2021-1-14669-295,2021,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""All Africa,2021-11-24,ISWAP Tax Collectors Killed in Military Airstrike""",All Africa,2021-11-24,ISWAP Tax Collectors Killed in Military Airstrike,Military sources,2,Baga village,"at Tumbum Kanta and Mangari, close to Baga in Kukawa local government Area of Borno State",Borno state,Kukawa lga,13.094660,13.823430,POINT (13.82343 13.09466),148708,Nigeria,NGA,475,Africa,1,2,2021-11-22 00:00:00.000,2021-11-24 00:00:00.000,0,13,0,0,13,13,13,475,
427799,NIG-2022-1-14669-2,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""AllAfrica,2022-01-26,Using Super Tucano Fighter Jets, Nigerian Airforce Kills Notorious Iswap Commander, Ari, Others""",AllAfrica,2022-01-26,"Using Super Tucano Fighter Jets, Nigerian Airforce Kills Notorious Iswap Commander, Ari, Others",a security source; NAF Spokesman,1,Kirta Wulgo village,in Kurta Wulgo in Borno State,Borno state,Kukawa lga,12.793050,14.120870,POINT (14.12087 12.79305),147989,Nigeria,NGA,475,Africa,1,1,2022-01-25 00:00:00.000,2022-01-25 00:00:00.000,0,3,0,0,3,3,2,475,
434454,NIG-2022-1-14669-38,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""BBC Monitoring Africa,2022-03-21,BBCM Africa Watchlist for 21 March""",BBC Monitoring Africa,2022-03-21,BBCM Africa Watchlist for 21 March,Daily Post,2,Sabon Tumbun village,in Sabon Tumbun area of Lake Chad,Borno state,Monguno lga,12.751480,13.973782,POINT (13.973782 12.75148),147988,Nigeria,NGA,475,Africa,1,4,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,0,0,0,0,0,1,0,475,
431473,NIG-2022-1-14669-29,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Mimi Mefo Info,2022-02-15,Lutte contre Boko Haram : L’armée Nigériane annonce la mort de Mohamed YUSUF"";""PRNigeria,2022-02-04,25 ISWAP Terrorists Drown in Marte River as Military Bombardments Kill Scores in Lake Chad""",Mimi Mefo Info;PRNigeria,2022-02-15;2022-02-04,Lutte contre Boko Haram : L’armée Nigériane annonce la mort de Mohamed YUSUF;25 ISWAP Terrorists Drown in Marte River as Military Bombardments Kill Scores in Lake Chad,Nigerian army,1,Bukar Meram village,in Bukar Mairam; in Marte,Borno state,Marte lga,12.639105,14.057779,POINT (14.057779 12.639105),147989,Nigeria,NGA,475,Africa,2,2,2022-02-03 00:00:00.000,2022-02-04 00:00:00.000,0,20,0,0,20,20,20,475,
430983,NIG-2022-1-14669-26.1,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Crisiswatch,2022-03-01,Nigeria FEBRUARY 2022""",Crisiswatch,2022-03-01,Nigeria FEBRUARY 2022,CrisisWatch,3,Monguno lga,Monguno and Marte areas,Borno state,Monguno lga,12.578520,13.617270,POINT (13.61727 12.57852),147988,Nigeria,NGA,475,Africa,2,2,2022-02-03 00:00:00.000,2022-02-04 00:00:00.000,0,13,0,0,13,12,13,475,
430980,NIG-2022-1-14669-25,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Crisiswatch,2022-03-01,Nigeria FEBRUARY 2022"";""@TomaszRolbiecki,2022-02-04,The most interesting attack was claimed today. There is no other info available""",Crisiswatch;@TomaszRolbiecki,2022-03-01;2022-02-04,Nigeria FEBRUARY 2022;The most interesting attack was claimed today. There is no other info available,CrisisWatch /// IS,1,Malam Fatori village,in Abadam area,Borno state,Abadam lga,13.673400,13.338800,POINT (13.3388 13.6734),149427,Nigeria,NGA,475,Africa,1,1,2022-02-04 00:00:00.000,2022-02-04 00:00:00.000,20,0,0,0,20,20,20,475,
431581,NIG-2022-1-14669-23.2,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,3,"""AllAfrica,2022-02-21,Military Air Strikes Kill ISWAP's Top Commanders, 21 Insurgents"";""@TomaszRolbiecki,2022-02-20,Tumbun Kaiyowa: https://satellites.pro/Nigeria_map#13.553261,13.442802,16"";""PRNigeria,2022-02-20,Military Airstrikes Eliminate Buba-Danfulani, Other ISWAP Commanders at Tumbuns, Sambisa Forest""",AllAfrica;@TomaszRolbiecki;PRNigeria,2022-02-21;2022-02-20;2022-02-20,"Military Air Strikes Kill ISWAP's Top Commanders, 21 Insurgents;Tumbun Kaiyowa: https://satellites.pro/Nigeria_map#13.553261,13.442802,16;Military Airstrikes Eliminate Buba-Danfulani, Other ISWAP Commanders at Tumbuns, Sambisa Forest",a military source,1,Tumbun Kaiyowa village,Tumbun Kaiyowa,Borno state,Abadam lga,13.553369,13.443024,POINT (13.443024 13.553369),149427,Nigeria,NGA,475,Africa,2,4,2022-02-12 00:00:00.000,2022-02-20 00:00:00.000,0,10,0,0,10,11,10,475,
430709,NIG-2022-1-14669-23.1,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,3,"""AllAfrica,2022-02-21,Military Air Strikes Kill ISWAP's Top Commanders, 21 Insurgents"";""@TomaszRolbiecki,2022-02-20,Tumbun Kaiyowa: https://satellites.pro/Nigeria_map#13.553261,13.442802,16"";""PRNigeria,2022-02-20,Military Airstrikes Eliminate Buba-Danfulani, Other ISWAP Commanders at Tumbuns, Sambisa Forest""",AllAfrica;@TomaszRolbiecki;PRNigeria,2022-02-21;2022-02-20;2022-02-20,"Military Air Strikes Kill ISWAP's Top Commanders, 21 Insurgents;Tumbun Kaiyowa: https://satellites.pro/Nigeria_map#13.553261,13.442802,16;Military Airstrikes Eliminate Buba-Danfulani, Other ISWAP Commanders at Tumbuns, Sambisa Forest",a military source,1,Tumbun Allura village,Tumbun Allura,Borno state,Abadam lga,13.524385,13.496058,POINT (13.496058 13.524385),149427,Nigeria,NGA,475,Africa,2,4,2022-02-12 00:00:00.000,2022-02-20 00:00:00.000,0,11,0,0,11,10,11,475,
437609,NIG-2022-1-14669-68,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""PRNigeria,2022-03-20,ISWAP Fighters Evacuate Dead, Injured Colleagues After Military Forces Repel Attack on Army Base"";""Security Digest,2022-03-20,ISWAP Suffers More Casualties in Doron Baga""",PRNigeria;Security Digest,2022-03-20;2022-03-20,"ISWAP Fighters Evacuate Dead, Injured Colleagues After Military Forces Repel Attack on Army Base;ISWAP Suffers More Casualties in Doron Baga",a top Army Commander /// Zagazola Makama,1,Doron Baga village,"in Doron Baga, a community in Kukawa Local Government Area of Borno State",Borno state,Kukawa lga,13.121110,13.860320,POINT (13.86032 13.12111),148708,Nigeria,NGA,475,Africa,1,1,2022-03-19 00:00:00.000,2022-03-19 00:00:00.000,0,2,0,0,2,2,2,475,
434834,NIG-2022-1-14669-47,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""@TomaszRolbiecki,2022-04-01,Check this, for example. ISWAP claimed to have killed six soldiers and CJTF men in Mallam Fatori""",@TomaszRolbiecki,2022-04-01,"Check this, for example. ISWAP claimed to have killed six soldiers and CJTF men in Mallam Fatori",IS; OTG sources,1,Malam Fatori village,in Mallam Fatori,Borno state,Abadam lga,13.673400,13.338800,POINT (13.3388 13.6734),149427,Nigeria,NGA,475,Africa,1,1,2022-03-29 00:00:00.000,2022-03-29 00:00:00.000,3,0,0,0,3,6,3,475,
437611,NIG-2022-1-14669-69,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""The Guardian,2022-04-10,MNJTF kills ISWAP commander, 19 others in Borno"";""BBC Monitoring Africa,2022-04-17,Nigerian forces kill six senior ISWAP operatives""",The Guardian;BBC Monitoring Africa,2022-04-10;2022-04-17,"MNJTF kills ISWAP commander, 19 others in Borno;Nigerian forces kill six senior ISWAP operatives",Zagazola Makama; A top military source,1,Koloram village,"in Kwalaram Village, in Marte Local Council of the state",Borno state,Marte lga,12.571088,13.963203,POINT (13.963203 12.571088),147988,Nigeria,NGA,475,Africa,1,3,2022-04-03 00:00:00.000,2022-04-09 00:00:00.000,0,20,0,0,20,20,20,475,
436208,NIG-2022-1-14669-51,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""AllAfrica,2022-04-11,18 ISWAP Terrorists Killed As Troops Intensify Clearance Operations in Lake Chad""",AllAfrica,2022-04-11,18 ISWAP Terrorists Killed As Troops Intensify Clearance Operations in Lake Chad,A top Military Intelligence source,2,Kangarwa village,in their harbour area near Kangarwa,Borno state,Kukawa lga,13.284200,13.486000,POINT (13.486 13.2842),148707,Nigeria,NGA,475,Africa,1,1,2022-04-04 00:00:00.000,2022-04-04 00:00:00.000,0,5,0,0,5,5,5,475,
501237,NIG-2022-1-14669-198.3,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""AllAfrica,2022-04-11,18 ISWAP Terrorists Killed As Troops Intensify Clearance Operations in Lake Chad""",AllAfrica,2022-04-11,18 ISWAP Terrorists Killed As Troops Intensify Clearance Operations in Lake Chad,A top Military Intelligence source,2,Larki A village,"Gashigar, Larki (A&B), near Kangarwa. All in Abadam local government area of Borno State",Borno state,Abadam lga,13.480495,13.021670,POINT (13.0216701 13.4804952),148707,Nigeria,NGA,475,Africa,1,1,2022-04-04 00:00:00.000,2022-04-04 00:00:00.000,0,3,0,0,3,3,3,475,
501236,NIG-2022-1-14669-198.2,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""AllAfrica,2022-04-11,18 ISWAP Terrorists Killed As Troops Intensify Clearance Operations in Lake Chad""",AllAfrica,2022-04-11,18 ISWAP Terrorists Killed As Troops Intensify Clearance Operations in Lake Chad,A top Military Intelligence source,2,Kangarwa village,"Gashigar, Larki (A&B), near Kangarwa. All in Abadam local government area of Borno State",Borno state,Kukawa lga,13.284200,13.486000,POINT (13.486 13.2842),148707,Nigeria,NGA,475,Africa,1,1,2022-04-04 00:00:00.000,2022-04-04 00:00:00.000,0,5,0,0,5,5,5,475,
436850,NIG-2022-1-14669-62,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""HumAngle,2022-04-13,Nigerian Military Airstrikes Kill Fishermen In Lake Chad""",HumAngle,2022-04-13,Nigerian Military Airstrikes Kill Fishermen In Lake Chad,senior military personnel,5,Lake Chad area,"three fishing islands, comprising of Tumbun-Kare, Gadkari, and Tamangari",Borno state,,12.989201,13.832239,POINT (13.832239 12.989201),147988,Nigeria,NGA,475,Africa,1,1,2022-04-10 00:00:00.000,2022-04-10 00:00:00.000,0,0,1,0,1,1,1,475,
436356,NIG-2022-1-14669-52,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,3,"""BBC Monitoring Africa,2022-04-17,Nigerian forces kill six senior ISWAP operatives"";""Agence France Presse,2022-04-16,Nigerian airstrikes kill 70 'terrorists'"";""AllAfrica,2022-04-21,Troops Kill 25 Terrorists, Rescue 6 Captives in Lake Chad""",BBC Monitoring Africa;Agence France Presse;AllAfrica,2022-04-17;2022-04-16;2022-04-21,"Nigerian forces kill six senior ISWAP operatives;Nigerian airstrikes kill 70 'terrorists';Troops Kill 25 Terrorists, Rescue 6 Captives in Lake Chad",Nigeria's airforce spokesman,2,Tumbun Rago village,at Tumbun Rego and a nearby training camp,Borno state,Abadam lga,13.481400,13.483791,POINT (13.483791 13.4814),148707,Nigeria,NGA,475,Africa,1,1,2022-04-14 00:00:00.000,2022-04-14 00:00:00.000,0,20,0,0,20,70,18,475,
438836,NIG-2022-1-14669-72.1,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Agence France Presse,2022-05-30,Lake Chad force says has killed 30 'terrorists'""",Agence France Presse,2022-05-30,Lake Chad force says has killed 30 'terrorists',Multinational Joint Task Force; an officer at the force's headquarters,1,Kirta Wulgo village,"in Kirta Wulgo, also in Borno state",Borno state,Kukawa lga,12.793050,14.120870,POINT (14.12087 12.79305),147989,Nigeria,NGA,475,Africa,2,3,2022-05-23 00:00:00.000,2022-05-29 00:00:00.000,0,5,0,0,5,5,5,475,
438837,NIG-2022-1-14669-73,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Agence France Presse,2022-05-30,Lake Chad force says has killed 30 'terrorists'""",Agence France Presse,2022-05-30,Lake Chad force says has killed 30 'terrorists',Multinational Joint Task Force; an officer at the force's headquarters,2,Tumbun Rago village,in the Tumbun Rago area in the northeastern Nigerian state of Borno,Borno state,Abadam lga,13.481400,13.483791,POINT (13.483791 13.4814),148707,Nigeria,NGA,475,Africa,2,3,2022-05-23 00:00:00.000,2022-05-29 00:00:00.000,0,26,0,0,26,26,26,475,
444842,NIG-2022-1-14669-105,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-07-20,FEATURE: Fear grips residents of North-East Nigeria over recurring ISWAP attacks  """,Zagazola,2022-07-20,FEATURE: Fear grips residents of North-East Nigeria over recurring ISWAP attacks,Zagazola,1,Monguno town,the town [Monguno],Borno state,Monguno lga,12.678630,13.607920,POINT (13.60792 12.67863),147988,Nigeria,NGA,475,Africa,1,2,2022-07-10 00:00:00.000,2022-07-12 00:00:00.000,0,0,0,0,0,2,0,475,
444819,NIG-2022-1-14669-104,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-07-20,FEATURE: Fear grips residents of North-East Nigeria over recurring ISWAP attacks  """,Zagazola,2022-07-20,FEATURE: Fear grips residents of North-East Nigeria over recurring ISWAP attacks,Zagazola,1,Monguno town,the town through Charlie 6 [Monguno],Borno state,Monguno lga,12.678630,13.607920,POINT (13.60792 12.67863),147988,Nigeria,NGA,475,Africa,1,1,2022-07-10 00:00:00.000,2022-07-10 00:00:00.000,0,0,2,0,2,2,2,475,
444595,NIG-2022-1-14669-98.1,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""@TomaszRolbiecki,2022-07-18,The same post mentioned Nigerian Air Force airstrikes targeting ISWAP in Tumbun Jaki"";""Defence Headquarters Nigeria,2022-07-14,PRESS BRIEFING BY DIRECTORATE OF DEFENCE MEDIA OPERATIONS ON ARMED FORCES OF NIGERIA’S MILITARY OPERATIONS HELD AT DEFENCE HEADQUARTERS NEW CONFERENCE ROOM ON 14 JULY 2022""",@TomaszRolbiecki;Defence Headquarters Nigeria,2022-07-18;2022-07-14,The same post mentioned Nigerian Air Force airstrikes targeting ISWAP in Tumbun Jaki;PRESS BRIEFING BY DIRECTORATE OF DEFENCE MEDIA OPERATIONS ON ARMED FORCES OF NIGERIA’S MILITARY OPERATIONS HELD AT DEFENCE HEADQUARTERS NEW CONFERENCE ROOM ON 14 JULY 2022,Defence Headquarters,1,Tumbun Jaki village,in Tumbun Jaki,Borno state,Abadam lga,13.568279,13.460409,POINT (13.460409 13.568279),149427,Nigeria,NGA,475,Africa,1,1,2022-07-11 00:00:00.000,2022-07-11 00:00:00.000,0,11,0,0,11,11,11,475,
444596,NIG-2022-1-14669-98.2,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""@TomaszRolbiecki,2022-07-18,The same post mentioned Nigerian Air Force airstrikes targeting ISWAP in Tumbun Jaki"";""Defence Headquarters Nigeria,2022-07-14,PRESS BRIEFING BY DIRECTORATE OF DEFENCE MEDIA OPERATIONS ON ARMED FORCES OF NIGERIA’S MILITARY OPERATIONS HELD AT DEFENCE HEADQUARTERS NEW CONFERENCE ROOM ON 14 JULY 2022""",@TomaszRolbiecki;Defence Headquarters Nigeria,2022-07-18;2022-07-14,The same post mentioned Nigerian Air Force airstrikes targeting ISWAP in Tumbun Jaki;PRESS BRIEFING BY DIRECTORATE OF DEFENCE MEDIA OPERATIONS ON ARMED FORCES OF NIGERIA’S MILITARY OPERATIONS HELD AT DEFENCE HEADQUARTERS NEW CONFERENCE ROOM ON 14 JULY 2022,Defence Headquarters,1,Tumbun Murhu village,"Tumbun Murhu (also known as Tumbun Murfu, https://satellites.pro/Nigeria_map#13.580982,13.423362,15)",Borno state,Abadam lga,13.580982,13.423362,POINT (13.423362 13.580982),149427,Nigeria,NGA,475,Africa,1,1,2022-07-11 00:00:00.000,2022-07-11 00:00:00.000,0,11,0,0,11,11,11,475,
444597,NIG-2022-1-14669-99,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""@TomaszRolbiecki,2022-07-18,The weather in LCB had been bad recently, which hampered the militants' activity.""",@TomaszRolbiecki,2022-07-18,"The weather in LCB had been bad recently, which hampered the militants' activity.",IS,2,Malam Fatori village,near Mallam Fatori,Borno state,Abadam lga,13.673400,13.338800,POINT (13.3388 13.6734),149427,Nigeria,NGA,475,Africa,2,2,2022-07-14 00:00:00.000,2022-07-16 00:00:00.000,0,0,0,0,0,3,0,475,
447385,NIG-2022-1-14669-114,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-08-06,Troops nutrialised scores of ISWAP as its  foiled attack on Monguno""",Zagazola,2022-08-06,Troops nutrialised scores of ISWAP as its  foiled attack on Monguno,Intelligence Officer,1,Monguno town,"the town; in Monguno, in the North East of Borno state",Borno state,Monguno lga,12.678630,13.607920,POINT (13.60792 12.67863),147988,Nigeria,NGA,475,Africa,1,2,2022-08-04 00:00:00.000,2022-08-05 00:00:00.000,1,6,0,0,7,7,7,475,
447469,NIG-2022-1-14669-120,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-08-25,Military eliminates 57 terrorists, top commanders in 2 weeks""",Zagazola,2022-08-25,"Military eliminates 57 terrorists, top commanders in 2 weeks","Director, Defence Media Operations",5,Lake Chad area,in the Tumbuns near Lake Chad at a location revealed to be the training camp,Borno state,,12.989201,13.832239,POINT (13.832239 12.989201),147988,Nigeria,NGA,475,Africa,1,1,2022-08-20 00:00:00.000,2022-08-20 00:00:00.000,0,1,0,0,1,40,1,475,
464540,NIG-2022-1-14669-197.1,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-09-08,Nigerian Military comfirms Zagazola's report said Troops Kill Over 200 Terrorists in N/East Communities – DHQ""",Zagazola,2022-09-08,Nigerian Military comfirms Zagazola's report said Troops Kill Over 200 Terrorists in N/East Communities – DHQ,"The Director, Defence Media Operations, Major-General Musa Madami",3,Kukawa lga,"Kukawa, Dikwa, Bama, Kaga, Monguno, Guzamala, Konduga, Gwoza and Mafa Local Government Areas of Borno State as well as Gujba Local Government Area of Yobe State",Borno state,Kukawa lga,12.963090,13.608990,POINT (13.60899 12.96309),147988,Nigeria,NGA,475,Africa,2,4,2022-08-25 00:00:00.000,2022-09-08 00:00:00.000,0,6,0,0,6,5,5,475,
464546,NIG-2022-1-14669-197.5,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-09-08,Nigerian Military comfirms Zagazola's report said Troops Kill Over 200 Terrorists in N/East Communities – DHQ""",Zagazola,2022-09-08,Nigerian Military comfirms Zagazola's report said Troops Kill Over 200 Terrorists in N/East Communities – DHQ,"The Director, Defence Media Operations, Major-General Musa Madami",3,Monguno lga,"Kukawa, Dikwa, Bama, Kaga, Monguno, Guzamala, Konduga, Gwoza and Mafa Local Government Areas of Borno State as well as Gujba Local Government Area of Yobe State",Borno state,Monguno lga,12.578520,13.617270,POINT (13.61727 12.57852),147988,Nigeria,NGA,475,Africa,2,4,2022-08-25 00:00:00.000,2022-09-08 00:00:00.000,0,5,0,0,5,5,6,475,
464547,NIG-2022-1-14669-197.6,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-09-08,Nigerian Military comfirms Zagazola's report said Troops Kill Over 200 Terrorists in N/East Communities – DHQ""",Zagazola,2022-09-08,Nigerian Military comfirms Zagazola's report said Troops Kill Over 200 Terrorists in N/East Communities – DHQ,"The Director, Defence Media Operations, Major-General Musa Madami",3,Guzamala lga,"Kukawa, Dikwa, Bama, Kaga, Monguno, Guzamala, Konduga, Gwoza and Mafa Local Government Areas of Borno State as well as Gujba Local Government Area of Yobe State",Borno state,Guzamala lga,12.918490,13.213950,POINT (13.21395 12.91849),147987,Nigeria,NGA,475,Africa,2,4,2022-08-25 00:00:00.000,2022-09-08 00:00:00.000,0,5,0,0,5,5,6,475,
450330,NIG-2022-1-14669-137,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-09-07,Claims """,Zagazola,2022-09-07,Claims,Zagazola,1,Monguno town,Monguno in Borno State Nigeria,Borno state,Monguno lga,12.678630,13.607920,POINT (13.60792 12.67863),147988,Nigeria,NGA,475,Africa,1,2,2022-09-04 00:00:00.000,2022-09-07 00:00:00.000,0,1,0,0,1,4,1,475,
450370,NIG-2022-1-14669-143,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola ,2022-09-15,Military Kills 3 Commanders of ISWAP, Sores of fighters in NE""",Zagazola,2022-09-15,"Military Kills 3 Commanders of ISWAP, Sores of fighters in NE",Intelligence officer,2,Kangarwa village,The axis of Kangarwa in Kukawa LGA,Borno state,Kukawa lga,13.284200,13.486000,POINT (13.486 13.2842),148707,Nigeria,NGA,475,Africa,1,1,2022-09-14 00:00:00.000,2022-09-14 00:00:00.000,0,3,0,0,3,3,3,475,
450373,NIG-2022-1-14669-144,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-09-19,Troops of Operation Hadin Kai intercepted ISWAP terrorists""",Zagazola,2022-09-19,Troops of Operation Hadin Kai intercepted ISWAP terrorists,Zagazola,3,Monguno lga,Monguno,Borno state,Monguno lga,12.578520,13.617270,POINT (13.61727 12.57852),147988,Nigeria,NGA,475,Africa,1,1,2022-09-17 00:00:00.000,2022-09-17 00:00:00.000,0,1,0,0,1,1,1,475,
453099,NIG-2022-1-14669-163,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Zagazola,2022-11-06,Military Rockets Kill ISWAP ‘Consultation Chiefs’, Ali Kwaya, Bukar Mainoka at Lake Chad"";""Crisiswatch,2022-12-07,Nigeria: November 2022 """,Zagazola;Crisiswatch,2022-11-06;2022-12-07,"Military Rockets Kill ISWAP ‘Consultation Chiefs’, Ali Kwaya, Bukar Mainoka at Lake Chad;Nigeria: November 2022",Zagazola; CrisisWatch,3,Abadam lga,"Belowa, Tumbuns, Lake Chad Region in Abadam Local Government.",Borno state,Abadam lga,13.431620,13.313190,POINT (13.31319 13.43162),148707,Nigeria,NGA,475,Africa,1,1,2022-11-05 00:00:00.000,2022-11-05 00:00:00.000,0,3,0,0,3,15,3,475,
