id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
457130,NIG-2022-1-14669-168,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""The Punch,2022-11-30,Airstrike kills ISWAP commander in Lake Chad region""",The Punch,2022-11-30,Airstrike kills ISWAP commander in Lake Chad region,Zagazola,5,Lake Chad area,Lake Chad region,Borno state,,12.989201,13.832239,POINT (13.832239 12.989201),147988,Nigeria,NGA,475,Africa,1,4,2022-11-22 00:00:00.000,2022-11-29 00:00:00.000,0,1,0,0,1,1,1,475,
457380,NIG-2022-1-14669-174,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-11-27,Troops Repel ISWAP Attack On Monguno, Kill 7 Insurgents """,Zagazola,2022-11-27,"Troops Repel ISWAP Attack On Monguno, Kill 7 Insurgents",Zagaola,1,Monguno town,"Monguno town, Borno state",Borno state,Monguno lga,12.678630,13.607920,POINT (13.60792 12.67863),147988,Nigeria,NGA,475,Africa,1,1,2022-11-27 00:00:00.000,2022-11-27 00:00:00.000,0,7,0,0,7,7,7,475,
457409,NIG-2022-1-14669-176,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-11-29,https://twitter.com/ZagazOlaMakama/status/1597608369984081921""",Zagazola,2022-11-29,https://twitter.com/ZagazOlaMakama/status/1597608369984081921,Zagazola,5,Lake Chad area,"Tumbun Hamma, Lake Chad",Borno state,,12.989201,13.832239,POINT (13.832239 12.989201),147988,Nigeria,NGA,475,Africa,1,1,2022-11-27 00:00:00.000,2022-11-27 00:00:00.000,0,24,0,0,24,24,24,475,
458730,NIG-2022-1-14669-186,2022,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2022-12-23,140 Terrorists killed as Military Airstrikes Destroy ISWAP Enclaves in N/East""",Zagazola,2022-12-23,140 Terrorists killed as Military Airstrikes Destroy ISWAP Enclaves in N/East,Zagazola,2,Malam Fatori village,Mallam Fatori town in Abadam Local Government Area of Borno State,Borno state,Abadam lga,13.673400,13.338800,POINT (13.3388 13.6734),149427,Nigeria,NGA,475,Africa,1,1,2022-12-02 00:00:00.000,2022-12-02 00:00:00.000,0,6,0,0,6,6,4,475,
462709,NIG-2023-1-14669-8,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Radio Ndarson Internationale ,2023-01-18,Chad-Security: Review of FFM operations in the areas of operations (press release)""",Radio Ndarson Internationale,2023-01-18,Chad-Security: Review of FFM operations in the areas of operations (press release),,5,Lake Chad area,Kwatan Turare area near Baga,Borno state,,12.989201,13.832239,POINT (13.832239 12.989201),147988,Nigeria,NGA,475,Africa,1,1,2023-01-11 00:00:00.000,2023-01-11 00:00:00.000,0,2,0,0,2,2,2,475,
462855,NIG-2023-1-14669-14.1,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-01-26,Troops Kill 157 Terrorists as NAF Jets’ Destroy ISWAP Enclaves in Borno""",Zagazola,2023-01-26,Troops Kill 157 Terrorists as NAF Jets’ Destroy ISWAP Enclaves in Borno,Nigerian army statement,3,Kukawa lga,kwatan Turare and Azir Bri villages in Kukawa and Damboa Local Government Areas of Borno State,Borno state,Kukawa lga,12.963090,13.608990,POINT (13.60899 12.96309),147988,Nigeria,NGA,475,Africa,1,1,2023-01-12 00:00:00.000,2023-01-12 00:00:00.000,0,3,0,0,3,2,3,475,
462713,NIG-2023-1-14669-9,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Radio Ndarson Internationale ,2023-01-18,Chad-Security: Review of FFM operations in the areas of operations (press release)""",Radio Ndarson Internationale,2023-01-18,Chad-Security: Review of FFM operations in the areas of operations (press release),,1,Monguno town,"Monguno, Nigeria",Borno state,Monguno lga,12.678630,13.607920,POINT (13.60792 12.67863),147988,Nigeria,NGA,475,Africa,1,1,2023-01-15 00:00:00.000,2023-01-15 00:00:00.000,1,3,0,0,4,4,4,475,
463408,NIG-2023-1-14669-25,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-02-09,Troops neutralised 77 terrorists in 2 weeks""",Zagazola,2023-02-09,Troops neutralised 77 terrorists in 2 weeks,Zagazola,3,Kukawa lga,"Tumbun Barebare, Tumbun Mata, Kaye Kura, Kwatan Yobe and Dumba areas in Kukawa LGA of Borno",Borno state,Kukawa lga,12.963090,13.608990,POINT (13.60899 12.96309),147988,Nigeria,NGA,475,Africa,2,1,2023-02-06 00:00:00.000,2023-02-06 00:00:00.000,0,42,0,0,42,42,42,475,
466213,NIG-2023-1-14669-35.1,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-02-23,In Aggressive Raid, Nigerian Military Kills 133 ISWAP Fighters in N/East""",Zagazola,2023-02-23,"In Aggressive Raid, Nigerian Military Kills 133 ISWAP Fighters in N/East",Military statement,1,Baranga village,"Baranga and Dogon Chuku, both in Southern and Northern Tumbuns",Borno state,Marte lga,12.528833,13.964812,POINT (13.964812 12.528833),147988,Nigeria,NGA,475,Africa,2,1,2023-02-20 00:00:00.000,2023-02-20 00:00:00.000,0,2,0,0,2,1,1,475,
495962,NIG-2023-1-14669-35.2,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-02-23,In Aggressive Raid, Nigerian Military Kills 133 ISWAP Fighters in N/East""",Zagazola,2023-02-23,"In Aggressive Raid, Nigerian Military Kills 133 ISWAP Fighters in N/East",Military statement,1,Dogon chukwu village,"Baranga and Dogon Chuku, both in Southern and Northern Tumbuns",Borno state,Abadam lga,13.378014,13.504103,POINT (13.504103 13.378014),148708,Nigeria,NGA,475,Africa,2,1,2023-02-20 00:00:00.000,2023-02-20 00:00:00.000,0,1,0,0,1,2,1,475,
470616,NIG-2023-1-14669-52.2,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""The Sun ,2023-03-19,Troops destroy 74 illegal refineries, arrest 71 oil thieves; 1,332 terrorists surrender in 2 weeks""",The Sun,2023-03-19,"Troops destroy 74 illegal refineries, arrest 71 oil thieves; 1,332 terrorists surrender in 2 weeks",Army statement,1,Cross Kauwa village,"Kauwa, Gamboru and Monguno in Borno State",Borno state,Kukawa lga,12.945150,13.672320,POINT (13.67232 12.94515),147988,Nigeria,NGA,475,Africa,1,1,2023-02-24 00:00:00.000,2023-02-24 00:00:00.000,0,1,0,0,1,1,1,475,
470617,NIG-2023-1-14669-52.3,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""The Sun ,2023-03-19,Troops destroy 74 illegal refineries, arrest 71 oil thieves; 1,332 terrorists surrender in 2 weeks""",The Sun,2023-03-19,"Troops destroy 74 illegal refineries, arrest 71 oil thieves; 1,332 terrorists surrender in 2 weeks",Army statement,1,Monguno town,"Kauwa, Gamboru and Monguno in Borno State",Borno state,Monguno lga,12.678630,13.607920,POINT (13.60792 12.67863),147988,Nigeria,NGA,475,Africa,1,1,2023-02-24 00:00:00.000,2023-02-24 00:00:00.000,0,1,0,0,1,1,0,475,
475720,NIG-2023-1-14669-66,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-05-11,MNJTF Troops Neutralize Terrorists, 8 Others Surrender""",Zagazola,2023-05-11,"MNJTF Troops Neutralize Terrorists, 8 Others Surrender","A statement by the Chief Military Public Information Officer MNJTF N’Djamena, Lieutenant Colonel Kamarudeen Adegoke",2,Kirta Wulgo village,Around Kirta Wulgo,Borno state,Kukawa lga,12.793050,14.120870,POINT (14.12087 12.79305),147989,Nigeria,NGA,475,Africa,2,4,2023-04-25 00:00:00.000,2023-05-02 00:00:00.000,0,2,0,0,2,2,2,475,
474321,NIG-2023-1-14669-57,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-04-29,Claims""",Zagazola,2023-04-29,Claims,Zagazola,2,Malam Fatori village,close to Mallam Fatori,Borno state,Abadam lga,13.673400,13.338800,POINT (13.3388 13.6734),149427,Nigeria,NGA,475,Africa,1,2,2023-04-26 00:00:00.000,2023-04-29 00:00:00.000,1,0,0,0,1,1,1,475,
476009,NIG-2023-1-14669-79,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""VOA,2023-05-29,Niger Says 55 Jihadists Killed in Joint Operation"";""Agence France Presse,2023-05-29,Niger says 55 jihadists killed in joint operation""",VOA;Agence France Presse,2023-05-29;2023-05-29,Niger Says 55 Jihadists Killed in Joint Operation;Niger says 55 jihadists killed in joint operation,Niger army statement,2,Arege village,"Arege, in northeastern Nigeria's border region with Niger",Borno state,Abadam lga,13.488950,13.329040,POINT (13.32904 13.48895),148707,Nigeria,NGA,475,Africa,2,4,2023-05-06 00:00:00.000,2023-05-28 00:00:00.000,2,39,0,0,41,41,41,475,
474593,NIG-2023-1-14669-64,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-05-11,Troops thwarted VBIED attack, killed several terrorists in Abadam""",Zagazola,2023-05-11,"Troops thwarted VBIED attack, killed several terrorists in Abadam",Zagazola,2,Arege village,"North East of Arege, in Abadam Local Government Area of Borno State",Borno state,Abadam lga,13.488950,13.329040,POINT (13.32904 13.48895),148707,Nigeria,NGA,475,Africa,1,2,2023-05-08 00:00:00.000,2023-05-11 00:00:00.000,0,10,0,0,10,10,10,475,
475901,NIG-2023-1-14669-78,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Vanguard,2023-05-11,Troops kill ISWAP terrorists in Borno"";""The Sun ,2023-05-18,Troops kill 42 terrorists, arrest 116 others in 2 weeks, destroy 38 illegal refineries""",Vanguard;The Sun,2023-05-11;2023-05-18,"Troops kill ISWAP terrorists in Borno;Troops kill 42 terrorists, arrest 116 others in 2 weeks, destroy 38 illegal refineries",Military statement,1,Arege village,Arege,Borno state,Abadam lga,13.488950,13.329040,POINT (13.32904 13.48895),148707,Nigeria,NGA,475,Africa,1,1,2023-05-10 00:00:00.000,2023-05-10 00:00:00.000,0,10,0,0,10,10,10,475,
475725,NIG-2023-1-14669-69,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,3,"""Idris Muhammad Habib (Twitter) ,2023-05-11,2/2 Multiple terrorists were neutralized, and their gun tr"";""Zagazola,2023-05-11,Troops thwarted VBIED attack, killed several terrorists in Abadam"";""Hugo Kaaman (Twitter),2023-05-14,ISWAP just released a picture of the suicide bomber""",Idris Muhammad Habib (Twitter) ;Zagazola;Hugo Kaaman (Twitter),2023-05-11;2023-05-11;2023-05-14,"2/2 Multiple terrorists were neutralized, and their gun tr;Troops thwarted VBIED attack, killed several terrorists in Abadam;ISWAP just released a picture of the suicide bomber",,3,Abadam lga,"“Near Lake Chad” (Abadam LGA, Borno State)",Borno state,Abadam lga,13.431620,13.313190,POINT (13.31319 13.43162),148707,Nigeria,NGA,475,Africa,1,1,2023-05-11 00:00:00.000,2023-05-11 00:00:00.000,0,2,0,0,2,13,2,475,
475730,NIG-2023-1-14669-70,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-05-14,TROOPS OF THE MULTINATIONAL JOINT TASK FORCE SUSTAIN ONSLAUGHT ON TERRORISTS""",Zagazola,2023-05-14,TROOPS OF THE MULTINATIONAL JOINT TASK FORCE SUSTAIN ONSLAUGHT ON TERRORISTS,Zagazola,1,Arege village,"Arege (Abadam LGA, Borno State)",Borno state,Abadam lga,13.488950,13.329040,POINT (13.32904 13.48895),148707,Nigeria,NGA,475,Africa,1,1,2023-05-11 00:00:00.000,2023-05-11 00:00:00.000,0,3,0,0,3,3,2,475,
475737,NIG-2023-1-14669-73,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,3,"""Zagazola,2023-05-15,Three soldiers killed, 10 others wounded in ISWAP VBIED attack in Borno"";""Reuters,2023-05-15,Islamist insurgents kill three Nigerian, Niger troops, wound 12"";""The Punch,2023-05-16,Insurgents kill three Nigerian, Nigerien soldiers, injure 12""",Zagazola;Reuters;The Punch,2023-05-15;2023-05-15;2023-05-16,"Three soldiers killed, 10 others wounded in ISWAP VBIED attack in Borno;Islamist insurgents kill three Nigerian, Niger troops, wound 12;Insurgents kill three Nigerian, Nigerien soldiers, injure 12",Zagazola,2,Tumbun Rago village,Tumbun Reza,Borno state,Abadam lga,13.481400,13.483791,POINT (13.483791 13.4814),148707,Nigeria,NGA,475,Africa,1,1,2023-05-14 00:00:00.000,2023-05-14 00:00:00.000,3,0,0,0,3,3,3,475,
476632,NIG-2023-1-14669-83,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Crisis Watch ,2023-06-06,Nigeria: May 2023 """,Crisis Watch,2023-06-06,Nigeria: May 2023,Crisis Watch,2,Arege village,Arege area in Borno state,Borno state,Abadam lga,13.488950,13.329040,POINT (13.32904 13.48895),148707,Nigeria,NGA,475,Africa,1,1,2023-05-14 00:00:00.000,2023-05-14 00:00:00.000,3,0,0,0,3,3,3,475,
476016,NIG-2023-1-14669-80,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-05-28,MNJTF troops eliminates 3 ISWAP terrorists in Lake Chad, one soldier wounded """,Zagazola,2023-05-28,"MNJTF troops eliminates 3 ISWAP terrorists in Lake Chad, one soldier wounded",Zagazola,2,Malam Fatori village,Fringes of Malam Fatori in Abadam Local Government Area in Borno,Borno state,Abadam lga,13.673400,13.338800,POINT (13.3388 13.6734),149427,Nigeria,NGA,475,Africa,2,1,2023-05-28 00:00:00.000,2023-05-28 00:00:00.000,0,3,0,0,3,3,3,475,
476673,NIG-2023-1-14669-84,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Tomasz Rolbiecki Weekly security Update ,2023-06-05,Lake Chad Basin Weekly security Update 29 May - 4 June """,Tomasz Rolbiecki Weekly security Update,2023-06-05,Lake Chad Basin Weekly security Update 29 May - 4 June,IS claim; Zagazola,2,Kangarwa village,"Metele-Kangarwa area (Abadam and Kukawa LGAs, Borno State",Borno state,Kukawa lga,13.284200,13.486000,POINT (13.486 13.2842),148707,Nigeria,NGA,475,Africa,1,1,2023-06-02 00:00:00.000,2023-06-02 00:00:00.000,2,0,0,0,2,20,2,475,
476626,NIG-2023-1-14669-82,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,3,"""Agence France Presse,2023-06-06,Nigerian troops killed in jihadist ambush on convoy"";""Vanguard,2023-06-03,ISWAP kills 2 soldiers, wounds others in Borno"";""Zagazola,2023-06-04,Claims""",Agence France Presse;Vanguard;Zagazola,2023-06-06;2023-06-03;2023-06-04,"Nigerian troops killed in jihadist ambush on convoy;ISWAP kills 2 soldiers, wounds others in Borno;Claims",Zagazola,1,Arege village,Arege community in Malam Fatori of Abadam Local at Government Area of Borno State,Borno state,Abadam lga,13.488950,13.329040,POINT (13.32904 13.48895),148707,Nigeria,NGA,475,Africa,1,2,2023-06-02 00:00:00.000,2023-06-03 00:00:00.000,2,2,0,0,4,22,4,475,
482393,NIG-2023-1-14669-119.1,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Zagazola,2023-07-12,ISWAP/Boko Haram suffered devastating losses in Military Airstrikes "";""Chronicles of lake chad,2023-07-18,Lake Chad Basin Weekly Security Update 10-16 July 2023""",Zagazola;Chronicles of lake chad,2023-07-12;2023-07-18,ISWAP/Boko Haram suffered devastating losses in Military Airstrikes ;Lake Chad Basin Weekly Security Update 10-16 July 2023,Zagazola,1,Chikun Gudu village,"Chikun Gudu, Jibularam, Koloram, and Arinna Ciki",Borno state,Marte lga,12.550186,14.066448,POINT (14.066448 12.550186),147989,Nigeria,NGA,475,Africa,1,2,2023-07-09 00:00:00.000,2023-07-10 00:00:00.000,0,10,0,0,10,10,10,475,
495999,NIG-2023-1-14669-119.2,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Chronicles of lake chad,2023-07-18,Lake Chad Basin Weekly Security Update 10-16 July 2023"";""Zagazola,2023-07-12,ISWAP/Boko Haram suffered devastating losses in Military Airstrikes """,Chronicles of lake chad;Zagazola,2023-07-18;2023-07-12,Lake Chad Basin Weekly Security Update 10-16 July 2023;ISWAP/Boko Haram suffered devastating losses in Military Airstrikes,Zagazola,1,Arinna Ciki village,"Chikun Gudu, Jibularam, Koloram, and Arinna Ciki",Borno state,Marte lga,12.652775,13.982506,POINT (13.982506 12.652775),147988,Nigeria,NGA,475,Africa,1,2,2023-07-09 00:00:00.000,2023-07-10 00:00:00.000,0,10,0,0,10,10,10,475,
496000,NIG-2023-1-14669-119.3,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Chronicles of lake chad,2023-07-18,Lake Chad Basin Weekly Security Update 10-16 July 2023"";""Zagazola,2023-07-12,ISWAP/Boko Haram suffered devastating losses in Military Airstrikes """,Chronicles of lake chad;Zagazola,2023-07-18;2023-07-12,Lake Chad Basin Weekly Security Update 10-16 July 2023;ISWAP/Boko Haram suffered devastating losses in Military Airstrikes,Zagazola,1,Tunbun Buhari village,"Chikun Gudu, Jibularam, Koloram, and Arinna Ciki",Borno state,Monguno lga,12.716344,13.973795,POINT (13.973795 12.716344),147988,Nigeria,NGA,475,Africa,1,2,2023-07-09 00:00:00.000,2023-07-10 00:00:00.000,0,10,0,0,10,10,10,475,
496001,NIG-2023-1-14669-119.4,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Chronicles of lake chad,2023-07-18,Lake Chad Basin Weekly Security Update 10-16 July 2023"";""Zagazola,2023-07-12,ISWAP/Boko Haram suffered devastating losses in Military Airstrikes """,Chronicles of lake chad;Zagazola,2023-07-18;2023-07-12,Lake Chad Basin Weekly Security Update 10-16 July 2023;ISWAP/Boko Haram suffered devastating losses in Military Airstrikes,Zagazola,1,Koloram village,"Chikun Gudu, Jibularam, Koloram, and Arinna Ciki",Borno state,Marte lga,12.571088,13.963203,POINT (13.963203 12.571088),147988,Nigeria,NGA,475,Africa,1,2,2023-07-09 00:00:00.000,2023-07-10 00:00:00.000,0,10,0,0,10,10,10,475,
482383,NIG-2023-1-14669-104.1,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-07-16,Military air strikes kill scores of ISWAP fighters in Lake Chad Tumbums """,Zagazola,2023-07-16,Military air strikes kill scores of ISWAP fighters in Lake Chad Tumbums,Zagazola,1,Kirta Wulgo village,"Kirta Wulgo, Arinna Ciki, and Kolloram",Borno state,Kukawa lga,12.793050,14.120870,POINT (14.12087 12.79305),147989,Nigeria,NGA,475,Africa,1,2,2023-07-15 00:00:00.000,2023-07-16 00:00:00.000,0,14,0,0,14,13,13,475,
495997,NIG-2023-1-14669-104.2,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-07-16,Military air strikes kill scores of ISWAP fighters in Lake Chad Tumbums """,Zagazola,2023-07-16,Military air strikes kill scores of ISWAP fighters in Lake Chad Tumbums,Zagazola,1,Koloram village,"Kirta Wulgo, Arinna Ciki, and Kolloram",Borno state,Marte lga,12.571088,13.963203,POINT (13.963203 12.571088),147988,Nigeria,NGA,475,Africa,1,2,2023-07-15 00:00:00.000,2023-07-16 00:00:00.000,0,13,0,0,13,14,13,475,
495998,NIG-2023-1-14669-104.3,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-07-16,Military air strikes kill scores of ISWAP fighters in Lake Chad Tumbums """,Zagazola,2023-07-16,Military air strikes kill scores of ISWAP fighters in Lake Chad Tumbums,Zagazola,1,Arinna Ciki village,"Kirta Wulgo, Arinna Ciki, and Kolloram",Borno state,Marte lga,12.652775,13.982506,POINT (13.982506 12.652775),147988,Nigeria,NGA,475,Africa,1,2,2023-07-15 00:00:00.000,2023-07-16 00:00:00.000,0,13,0,0,13,13,14,475,
484040,NIG-2023-1-14669-112,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Cronicles of lake chad,2023-08-01,Lake Chad Basin Weekly Security Update 24-30 July 2023""",Cronicles of lake chad,2023-08-01,Lake Chad Basin Weekly Security Update 24-30 July 2023,ISWAP,1,Malam Fatori village,"Mallam Fatori, Abadam LGA, Borno State",Borno state,Abadam lga,13.673400,13.338800,POINT (13.3388 13.6734),149427,Nigeria,NGA,475,Africa,1,1,2023-07-22 00:00:00.000,2023-07-22 00:00:00.000,0,0,0,0,0,1,0,475,
484360,NIG-2023-1-14669-120,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-07-28,Zagazola""",Zagazola,2023-07-28,Zagazola,zagazola,5,Lake Chad area,Lake Chad tumbuns,Borno state,,12.989201,13.832239,POINT (13.832239 12.989201),147988,Nigeria,NGA,475,Africa,1,1,2023-07-28 00:00:00.000,2023-07-28 00:00:00.000,0,71,0,0,71,71,0,475,
483675,NIG-2023-1-14669-111.1,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Vanguard,2023-07-31,ISWAP holds mass burial for scores of terrorists killed in Borno"";""Cronicles of lake chad,2023-08-01,Lake Chad Basin Weekly Security Update 24-30 July 2023""",Vanguard;Cronicles of lake chad,2023-07-31;2023-08-01,ISWAP holds mass burial for scores of terrorists killed in Borno;Lake Chad Basin Weekly Security Update 24-30 July 2023,Zagazola,1,Koloram village,Jibularam (Monguno) and Koloram (Marte),Borno state,Marte lga,12.571088,13.963203,POINT (13.963203 12.571088),147988,Nigeria,NGA,475,Africa,1,1,2023-07-29 00:00:00.000,2023-07-29 00:00:00.000,0,20,0,0,20,20,20,475,
487729,NIG-2023-1-14669-111.2,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,2,"""Cronicles of lake chad,2023-08-01,Lake Chad Basin Weekly Security Update 24-30 July 2023"";""Vanguard,2023-07-31,ISWAP holds mass burial for scores of terrorists killed in Borno""",Cronicles of lake chad;Vanguard,2023-08-01;2023-07-31,Lake Chad Basin Weekly Security Update 24-30 July 2023;ISWAP holds mass burial for scores of terrorists killed in Borno,Zagazola,3,Monguno lga,Jibularam (Monguno) and Koloram (Marte),Borno state,Monguno lga,12.578520,13.617270,POINT (13.61727 12.57852),147988,Nigeria,NGA,475,Africa,1,1,2023-07-29 00:00:00.000,2023-07-29 00:00:00.000,0,20,0,0,20,20,20,475,
488297,NIG-2023-1-14669-124,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Lake Chad Basin Weekly Security Update 7-13 August 2023 ,2023-08-17,Nigeria: 4 August """,Lake Chad Basin Weekly Security Update 7-13 August 2023,2023-08-17,Nigeria: 4 August,ISWAP claim (through TR),1,Monguno town,"Monguno, Monguno LGA, Borno State",Borno state,Monguno lga,12.678630,13.607920,POINT (13.60792 12.67863),147988,Nigeria,NGA,475,Africa,1,1,2023-08-04 00:00:00.000,2023-08-04 00:00:00.000,0,0,0,0,0,1,0,475,
484319,NIG-2023-1-14669-117,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-08-06,MNJTF troops killed many ISWAP terrorists, repel attack on Monguno""",Zagazola,2023-08-06,"MNJTF troops killed many ISWAP terrorists, repel attack on Monguno",zagazola,3,Monguno lga,"monungo community, Marte Axis in Monguno",Borno state,Monguno lga,12.578520,13.617270,POINT (13.61727 12.57852),147988,Nigeria,NGA,475,Africa,1,1,2023-08-05 00:00:00.000,2023-08-05 00:00:00.000,0,3,0,0,3,3,3,475,
488342,NIG-2023-1-14669-135,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Lake Chad Basin Weekly Security Update 28 August - 3 September 2023,2023-09-05,Nigeria: 28 August """,Lake Chad Basin Weekly Security Update 28 August - 3 September 2023,2023-09-05,Nigeria: 28 August,ISWAP claim (through TR),2,Kuawa town,"Cross Kauwa-Mile Four road, Kukawa LGA, Borno State",Borno state,Kukawa lga,12.945758,13.672006,POINT (13.672006 12.945758),147988,Nigeria,NGA,475,Africa,1,1,2023-08-28 00:00:00.000,2023-08-28 00:00:00.000,0,0,0,0,0,1,0,475,
493092,NIG-2023-1-14669-146,2023,true,Clear,1,13641,13641,Nigeria: Islamic State,14669,14669,Government of Nigeria - IS,84,84,Government of Nigeria,234,234,IS,1,"""Zagazola,2023-09-04,Military Airstrikes in the South """,Zagazola,2023-09-04,Military Airstrikes in the South,Zagazola,2,Koloram village,South of Kwolaram in Marte's North Eeast of Borno,Borno state,Marte lga,12.571088,13.963203,POINT (13.963203 12.571088),147988,Nigeria,NGA,475,Africa,1,1,2023-09-04 00:00:00.000,2023-09-04 00:00:00.000,0,40,0,0,40,40,40,475,
