ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity,Year
4077,,Sudan,,28.9896,13.6883,1004638.92,2013-08-01,2013-08-21,News,11,100000,Heavy Rain,1.5,2013
4078,,Pakistan,Afghanistan,70.6377,32.8144,549425.38,2013-08-01,2013-08-07,News,135,81000,Heavy Rain,1.5,2013
4079,,Russia,China,128.424,50.0043,102479.27,2013-08-01,2013-08-07,News,0,1500,Heavy Rain,2.0,2013
4081,,Burma/Myanmar,Thailand,98.1556,18.3122,125250.85,2013-07-25,2013-08-07,News,1,34000,Heavy Rain,1.5,2013
4097,,Peru,,-76.1873,-8.5735,253520.53,2013-10-11,2013-10-14,News,0,1100,Heavy Rain,1.5,2013
4094,,South Sudan,,28.8241,7.73724,172574.26,2013-10-08,2013-10-14,News,0,3300,Heavy Rain,1.0,2013
4098,,India,,85.9321,24.7174,102661.14,2013-10-12,2013-11-10,News,7,0,Heavy Rain,1.5,2013
4099,,South Sudan,,31.7933,7.33928,111000.43,2013-11-03,2013-11-19,News,0,100,Heavy Rain,1.0,2013
4103,,Vietnam,,107.706,15.5821,48985.15,2013-11-14,2013-11-19,News,41,80000,Heavy Rain,1.5,2013
4108,,Niger,,13.2017,15.0103,65791.14,2013-11-03,2013-12-08,News,0,1000,Heavy Rain,1.0,2013
4111,,United Kingdom,Ireland,-1.51144,53.2732,126149.79,2013-12-27,2014-02-07,News,0,200,Heavy Rain,1.5,2013
4112,,Indonesia,,97.2893,4.48013,22524.63,2013-12-29,2014-01-04,News,0,4500,Heavy Rain,1.0,2013
4113,FL-2013-000157-BRA,Brazil,,-41.9423,-18.9538,314284.91,2013-12-23,2014-01-04,News,45,60000,Heavy Rain,2.0,2013
4114,FL-2013-000159-LCA,Saint Vincent,St. Lucia,-60.9886,13.9188,830.232,2013-12-26,2014-01-04,News,11,0,Heavy Rain,1.0,2013
4115,,USA,,-86.7899,37.5597,16069.91,2013-12-22,2014-01-04,News,5,0,Heavy Rain,1.0,2013
4116,,Peru,,-71.5232,-12.4186,74144.66,2014-01-01,2014-01-04,News,0,300,Heavy Rain,1.0,2014
4117,FL-2014-000008-BOL,Bolivia,,-64.0135,-13.3888,381576.65,2014-01-10,2014-05-01,News,60,84000,Heavy Rain,2.0,2014
4118,,Zimbawe,,30.8531,-17.2057,142586.1,2014-01-15,2014-02-07,News,0,0,Heavy Rain,1.5,2014
4119,,Zimbawe,,28.9231,-20.2044,72462.23,2014-01-15,2014-02-07,News,0,4000,Heavy Rain,1.5,2014
4121,,Indonesia,,107.706,-6.6324,35769.22,2014-01-08,2014-02-07,News,23,20000,Heavy Rain,1.5,2014
4122,,France,Italy,7.0993,43.9958,82989.45,2014-01-20,2014-02-07,News,4,1000,Heavy Rain,1.5,2014
4123,,Mozambique,,31.5459,-24.4459,481907.88,2014-02-24,2014-03-10,News,4,20000,Heavy Rain,1.0,2014
4125,,New Zealand,,172.613,-43.4538,1015.84,2014-03-03,2014-03-10,News,0,80,Heavy Rain,2.0,2014
4127,FL-2014-000030-PRY,Paraguay,,-57.5833,-25.2205,6829.57,2014-02-25,2014-03-10,News,0,2000,Heavy Rain,1.0,2014
4129,,USA,,-89.1282,31.4244,53220.79,2014-03-25,2014-03-30,News,0,200,Heavy Rain,1.5,2014
4131,FL-2014-000038-ZAF,South Africa,Namibia,25.6074,-21.5153,1037639.19,2014-03-01,2014-03-30,News,37,3528,Heavy Rain,1.5,2014
4132,FL-2014-000045-SLB,Solomon Islands,,160.342,-9.67763,5480.75,2014-04-01,2014-04-08,News,23,10000,Heavy Rain,2.0,2014
4133,,Argentina,,-70.2984,-38.3652,69876.78,2014-04-01,2014-04-08,News,0,2000,Heavy Rain,1.5,2014
4134,,USA,,-87.6188,31.8585,82418.56,2014-04-01,2014-04-08,News,2,300,heavy Rain,1.5,2014
4139,,Serbia,Bosnia,19.2236,44.56,115747.69,2014-05-12,2014-05-16,News,3,4000,Heavy Rain,2.0,2014
4140,,Tanzania,,38.9442,-7.66435,22249.34,2014-05-10,2014-05-16,News,0,22000,Heavy Rain,1.0,2014
4142,FL-2014-000063-TJK,Tajikistan,,69.3787,38.4853,41719.46,2014-05-10,2014-05-16,News,0,425,Heavy Rain,1.5,2014
4143,FL-2014-000062-CHN,China,,111.467,27.3821,205001.27,2014-05-12,2014-05-16,News,1,10000,Heavy Rain,2.0,2014
4144,,Afghanistan,,68.0178,35.6352,44203.93,2014-06-03,2014-06-10,News,0,300,Heavy Rain,1.5,2014
4146,,China,,113.342,23.2652,45994.3,2014-05-30,2014-06-10,News,6,500,Heavy Rain,1.0,2014
4152,,USA,,-94.7944,42.708,418317.13,2014-06-10,2014-07-14,News,0,600,Heavy Rain,2.0,2014
4153,,Philippines,,124.73,6.7719,15356.31,2014-06-17,2014-06-25,News,0,35000,Heavy Rain,1.0,2014
4156,,Thailand,,99.739,19.8258,15921.63,2014-07-11,2014-07-14,News,0,500,Heavy Rain,1.0,2014
4157,,New Zealand,,174.068,-35.6989,8581.24,2014-07-05,2014-07-14,News,0,0,Heavy Rain,1.0,2014
4158,,Sudan,,33.08,13.3883,137141.28,2014-07-07,2014-07-14,News,0,42400,Heavy Rain,1.5,2014
4159,,Brazil,,-59.5597,-2.92934,256564.57,2014-05-22,2014-07-29,News,0,0,Heavy Rain,2.0,2014
4163,,Brazil,Uruguay,-58.0256,-32.3467,44866.46,2014-07-03,2014-07-29,News,10,50000,Heavy Rain,2.0,2014
4164,,South Sudan,Sudan,31.0015,10.2137,641087.55,2014-07-20,2014-09-08,News,77,112000,Heavy Rain,1.5,2014
4166,,Russia,,156.129,62.7394,224475.55,2014-07-22,2014-07-29,News,0,0,Heavy Rain,2.0,2014
4168,,Papua New Gunea,,143.399,-6.06802,51770.21,2014-07-20,2014-07-29,News,4,0,Heavy Rain,1.5,2014
4175,,Niger,,6.40648,16.3273,350748.91,2014-08-13,2014-08-19,News,12,10000,Heavy Rain,1.0,2014
4181,,Panama,,-80.9628,8.23894,22658.51,2014-08-18,2014-09-04,News,9,116,Heavy Rain,1.0,2014
4186,,South Sudan,,32.9068,6.94173,143087.31,2014-09-21,2014-10-11,News,7,3000,Heavy Rain,1.0,2014
4193,,Nicaragua,,-85.6393,12.6289,79061.87,2014-10-09,2014-10-11,News,1,50,Heavy Rain,1.5,2014
4196,,South Sudan,,31.1747,6.69427,388189.52,2014-10-15,2014-10-27,News,4,140,Heavy Rain,1.0,2014
4201,,Somalia,Ethiopia,45.2538,4.13428,42635.81,2014-10-24,2014-11-16,News,0,21000,Heavy Rain,1.5,2014
4203,,France,,5.09507,44.2452,36709.07,2014-11-13,2014-11-16,News,5,0,Heavy Rain,1.5,2014
4204,,Indonesia,,100.753,-1.02615,57442.62,2014-11-14,2014-11-16,News,0,2400,Heavy Rain,1.0,2014
4207,FL-2014-000159-MAR,Morocco,,-5.61886,31.5566,273693.63,2014-11-24,2014-12-05,News,40,0,Heavy Rain,2.0,2014
4211,,Bulgaria,Greece,27.7106,41.4579,147616.57,2014-12-04,2014-12-14,News,40,1000,Heavy Rain,1.5,2014
4214,FL-2014-000163-COL,Colombia,,-75.544,4.59198,406009.51,2014-11-01,2014-12-20,News,44,0,Heavy Rain,1.5,2014
4218,,Australia,,127.056,-19.1872,1519623.45,2015-01-05,2015-01-11,News,1,0,Heavy Rain,1.5,2015
4219,FL-2015-000006-MWI,Malawi,Mozambique,35.3564,-18.7946,485939.39,2015-01-01,2015-02-09,News,276,336000,Heavy Rain,2.0,2015
4220,FL-2015-000008-BOL,Bolivia,,-63.7661,-16.4638,137629.71,2015-01-05,2015-02-09,News,23,1000,Heavy Rain,1.5,2015
4221,FL-2015-000009-ALB,Greece,Albania,26.5972,41.4571,151104.52,2015-02-01,2015-02-09,News,3,500,Heavy Rain,1.5,2015
4222,,Indonesia,,122.862,0.686073,18063.44,2015-02-05,2015-02-09,News,0,300,Heavy Rain,1.0,2015
4227,,Dominican Republic,,-69.8035,19.3285,11588.13,2015-02-20,2015-02-24,News,0,12000,Heavy Rain,1.0,2015
4228,,Argentina,,-63.5929,-32.3809,349365.45,2015-02-15,2015-02-24,News,7,700,Heavy Rain,1.5,2015
4229,,Mexico,,-103.43,19.4811,60978.86,2015-03-13,2015-03-23,News,0,800,Heavy Rain,1.0,2015
4230,,USA,,-86.2332,37.0268,56870.12,2015-03-10,2015-03-23,News,0,0,Heavy Rain,1.5,2015
4235,,Brazil,,-67.725,-7.68508,168905.06,2015-03-15,2015-03-23,News,0,280,Heavy Rain,1.5,2015
4236,,Kenya,Tanzania,35.1089,0.04848,32934.83,2015-04-05,2015-04-15,News,13,6500,Heavy Rain,1.5,2015
4237,,Brazil,,-68.9127,-9.12272,173696.63,2015-02-23,2015-04-15,News,0,10000,Heavy Rain,1.0,2015
4238,FL-2015-000027-CHL,Chile,,-68.888,-22.3617,154773.16,2015-03-25,2015-04-08,News,27,2514,Heavy Rain,2.0,2015
4239,FL-2015-000029-IND,India,,76.4058,33.1767,70287.98,2015-03-20,2015-03-31,News,44,2907,Heavy Rain,1.5,2015
4241,,Madagascar,,47.0106,-18.1557,68755.39,2015-03-05,2015-04-15,News,0,25000,Heavy Rain,1.5,2015
4243,,Haiti,,-72.1912,18.685,3672.34,2015-04-04,2015-04-06,News,6,1000,Heavy Rain,1.0,2015
4244,,Australia,,150.612,-33.3812,175487.07,2015-04-20,2015-04-28,News,4,1000,Heavy Rain,2.0,2015
4246,,Brazil,,-67.7993,-6.97805,450353.51,2015-04-01,2015-05-02,News,5,1000,Heavy Rain,1.5,2015
4248,FL-2015-000049-KEN,Kenya,,36.2471,-0.795186,20432.58,2015-04-27,2015-05-02,News,13,3000,Heavy Rain,1.5,2015
4249,FL-2015-000057-CHN,China,,114.981,27.0326,247569.94,2015-05-13,2015-06-29,News,57,82000,Heavy Rain,1.5,2015
4250,FL-2015-000056-COL,Columbia,,-74.5048,5.70693,140968.57,2015-05-01,2015-05-21,News,58,200,Heavy Rain,2.0,2015
4252,FL-2015-000060-USA,USA,,-97.9863,34.1936,849464.57,2015-05-05,2015-06-29,News,38,600,Heavy Rain,2.0,2015
4253,,New Zealand,,175.355,-41.092,7484.07,2015-05-13,2015-05-21,News,1,100,Heavy Rain,1.5,2015
4254,,Tanzania,,36.8905,-5.06017,194128.66,2015-05-07,2015-05-21,News,12,5000,Heavy Rain,1.5,2015
4255,,Chile,,-72.9212,-44.1033,224189.77,2015-05-17,2015-05-21,News,0,100,Heavy Rain,1.5,2015
4257,,Romania,,22.8609,46.8147,19785.35,2015-05-25,2015-06-02,News,1,184,Heavy Rain,1.0,2015
4258,,Russia,,81.5277,58.1901,242622.13,2015-05-15,2015-06-02,News,0,1200,Heavy Rain,1.0,2015
4264,,New Zealand,,175.231,-39.8648,8948.6,2015-06-22,2015-06-29,news,0,100,Heavy Rain,1.5,2015
4267,,USA,,-84.7486,39.3942,161572.75,2015-06-27,2015-06-29,News,2,0,Heavy Rain,1.0,2015
4269,,Costa Rica,,-83.8331,10.1743,16754.38,2015-06-21,2015-06-29,News,0,700,Heavy Rain,1.5,2015
4271,FL-2015-000076-CMR,Camaroun,,9.88421,3.94741,4726.19,2015-06-22,2015-06-29,News,0,3000,Heavy Rain,1.0,2015
4275,,Guyana,,-58.7431,6.66576,30931.23,2015-07-16,2015-07-21,News,0,0,Heavy Rain,1.5,2015
4276,,Brazil,,-50.751,-25.5689,690931.31,2015-07-10,2015-07-21,News,3,1000,Heavy Rain,1.0,2015
4281,,Paraguay,,-58.273,-25.0451,28652.69,2015-07-25,2015-08-05,News,0,3700,Heavy Rain,1.5,2015
4285,,Guinea,,-13.4378,10.0395,22455.5,2015-07-26,2015-08-05,News,4,0,Heavy Rain,1.0,2015
4289,,Uruguay,,-55.6997,-32.6329,63707.6,2015-08-17,2015-08-19,News,0,4158,Heavy Rain,1.5,2015
4290,FL-2015-000110-ARG,Argentina,,-59.8071,-35.1086,133852.96,2015-08-10,2015-08-19,News,3,11000,Heavy Rain,1.0,2015
4291,,Niger,,2.49701,14.8417,686734.83,2015-07-25,2015-08-19,News,4,3000,Heavy Rain,1.5,2015
4294,,Nigeria,,11.5284,9.95267,186816.02,2015-08-30,2015-09-11,News,30,2000,Heavy Rain,1.5,2015
4298,,New Zealand,,177.922,-38.6637,837.216,2015-09-20,2015-10-01,News,0,0,Heavy Rain,1.0,2015
4301,,"Uruguay,",Brazil,-53.5718,-29.9568,392899.19,2015-10-14,2015-10-28,News,0,10000,Heavy Rain,2.0,2015
4304,FL-2015-000145-SOM,Somalia,Ethiopia,45.4022,4.70359,438557.45,2015-10-15,2015-10-28,News,0,0,Heavy Rain,1.0,2015
4307,,Greece,Macedonia,21.698,39.7609,129124.64,2015-10-21,2015-10-28,News,1,0,Heavy Rain,1.0,2015
4308,,Indonesia,,98.4028,3.66137,56237.12,2015-10-23,2015-10-28,News,0,4000,Heavy Rain,1.0,2015
4311,,USA,,-100.238,33.9839,439381.83,2015-11-26,2015-12-04,News,14,300,Heavy Rain,1.0,2015
4313,,Albania,,19.9659,41.2871,11409.69,2015-11-21,2015-12-04,News,1,300,Heavy Rain,1.0,2015
4314,,USA,,-91.0829,35.6658,526834.76,2015-12-15,2016-01-29,News,31,4000,Heavy Rain,2.0,2015
4315,FL-2015-000171-PRY,Paraguay,Uruguay,-55.8482,-26.0369,574056.99,2015-12-01,2016-01-29,News,12,170000,Heavy Rain,2.0,2015
4316,,Australia,,152.121,-30.3571,66654.94,2015-12-23,2016-01-06,News,0,0,Heavy Rain,1.0,2015
4317,,Kenya,,39.5133,-2.03643,103769.52,2015-12-01,2016-01-06,News,112,100000,Heavy Rain,1.5,2015
4319,,United Kingdom,Ireland,-2.77486,54.9868,36750.19,2015-12-05,2016-01-26,News,3,64000,Heavy Rain,2.0,2015
4321,,Mozambique,,39.4638,-12.351,80571.64,2016-01-05,2016-01-29,News,16,6600,Heavy Rain,1.0,2016
4322,,Brazil,,-43.229,-22.5227,53196.42,2016-01-15,2016-01-29,News,0,500,Heavy Rain,1.0,2016
4323,,Brazil,,-49.5633,-24.107,107923.55,2016-01-09,2016-01-29,News,0,0,Heavy Rain,1.5,2016
4324,FL-2006-000011-TZA,Tanzania,,35.5048,-4.76168,182022.09,2016-01-14,2016-01-29,News,1,400,Heavy Rain,1.0,2016
4325,,Brazil,,-56.442,-17.9555,110514.83,2016-01-05,2016-01-29,News,0,1700,Heavy Rain,1.0,2016
4328,,United Kingdom,,-3.83733,55.1834,14340.11,2016-01-27,2016-01-29,News,0,0,Heavy Rain,1.5,2016
4331,,New Zealand,,172.831,-41.9712,35884.52,2016-02-17,2016-02-23,News,0,0,Heavy Rain,1.5,2016
4332,,Australia,,142.05,-21.5756,108576.38,2016-01-25,2016-02-03,News,0,0,Heavy Rain,1.0,2016
4333,,Angola,,16.0564,-11.5936,277015.44,2016-03-01,2016-03-10,News,30,1544,Heavy Rain,1.0,2016
4334,,Serbia,,21.0546,44.671,16442.45,2016-03-06,2016-03-10,News,0,420,Heavy Rain,1.5,2016
4335,,Bolivia,,-64.929,-12.843,190581.43,2016-02-28,2016-03-10,News,0,120,Heavy Rain,1.0,2016
4336,,USA,,-122.284,38.6065,74128.03,2016-03-05,2016-03-10,News,1,36,Heavy Rain,1.5,2016
4337,,USA,,-96.1058,30.9086,248620.08,2016-03-08,2016-03-25,News,5,3500,Heavy Rain,2.0,2016
4339,FL-2016-000021-PAK,Pakistan,,71.7788,33.0545,111748.39,2016-03-12,2016-04-13,News,121,2400,Heavy Rain,1.5,2016
4340,,Argentina,,-63.1227,-28.5633,199290.0,2016-03-05,2016-03-25,News,0,1600,Heavy Rain,1.0,2016
4341,,Indonesia,,101.669,-1.64626,75626.23,2016-03-21,2016-03-25,News,3,500,Heavy Rain,1.0,2016
4343,,Ethiopia,,41.6907,9.26816,244002.48,2016-04-04,2016-04-13,News,28,2400,Heavy Rain,1.5,2016
4344,,Malawi,,33.8223,-11.5543,57108.65,2016-04-06,2016-04-13,News,10,300,Heavy Rain,1.0,2016
4346,,Uruguay,Argentina,-58.2235,-31.1431,518692.93,2016-04-01,2016-04-13,News,1,10000,Heavy Rain,2.0,2016
4348,,USA,,-95.7347,32.0475,448237.11,2016-04-18,2016-04-22,News,0,7,Heavy Rain,2.0,2016
4350,,Uruguay,,-56.1946,-32.4347,126653.11,2016-04-12,2016-05-11,News,10,10000,Heavy Rain,2.0,2016
4351,,Angola,,13.978,-8.32104,59745.82,2016-04-19,2016-04-22,News,19,3200,Heavy Rain,1.0,2016
4355,,India,Bangladesh,95.6068,27.464,70517.68,2016-04-20,2016-05-01,Flood List,18,3000,Heavy Rain,1.5,2016
4353,,Rwanda,,30.0118,-2.0565,18269.24,2016-05-06,2016-05-11,Flood LIst,49,2000,Heavy Rain,1.5,2016
4354,,Dominican Republic,Haiti,-71.1644,18.9942,23311.63,2016-05-08,2016-05-11,Flood List,5,3000,Heavy Rain,1.5,2016
4356,FL-2016-000044-CHN,China,,112.952,24.7532,197079.53,2016-05-08,2016-06-21,Flood List,60,67000,Heavy Rain,1.5,2016
4357,,Tanzania,,35.9997,-6.89427,84214.63,2016-04-22,2016-05-30,Flood List,5,14000,Heavy Rain,1.5,2016
4359,FL-2016-000056-USA,USA,,-95.5367,30.8574,160371.39,2016-05-26,2016-06-24,Flood List,11,0,Heavy Rain,1.5,2016
4360,,Germany,,10.217,48.4068,91554.92,2016-05-27,2016-05-30,News,4,0,Heavy Rain,1.5,2016
4361,,Ghana,,-1.16503,6.41411,74506.4,2016-06-12,2016-06-21,News,5,0,Heavy Rain,1.0,2016
4362,,Canada,,-123.249,58.2924,176099.51,2016-06-14,2016-06-21,News,0,300,Heavy Rain,1.0,2016
4366,,France,,2.99188,48.0641,121606.09,2016-06-01,2016-06-21,News,4,0,Heavy Rain,2.0,2016
4367,,Australia,,145.663,-25.1971,789275.07,2016-06-19,2016-06-24,News,0,0,Heavy Rain,1.5,2016
4372,,Pakistan,,72.7933,36.1038,31431.28,2016-07-03,2016-07-06,News,30,80,Heavy Rain,1.5,2016
4374,FL-2016-000072-SDN,Sudan,,29.5664,12.0017,541381.54,2016-07-11,2016-08-26,News,114,100000,Heavy Rain,1.0,2016
4377,,Indonesia,,122.305,-3.91272,16148.18,2016-07-11,2016-07-19,News,0,1354,Heavy Rain,1.0,2016
4379,,Australia,,146.752,-41.8093,27186.66,2016-07-13,2016-07-19,News,0,0,Heavy Rain,1.0,2016
4380,FL-2016-000091-NER,Niger,Senegal,5.71366,15.9806,190126.21,2016-06-15,2016-08-26,News,36,5600,Heavy Rain,1.0,2016
4381,,South Africa,,32.2882,-27.595,22841.14,2016-07-25,2016-08-03,News,7,0,Heavy Rain,1.0,2016
4388,,USA,,-91.8005,29.9879,19554.02,2016-08-14,2016-08-26,News,13,40000,Heavy Rain,2.0,2016
4391,,Mali,,5.09507,15.485,41985.87,2016-09-14,2016-09-22,News,0,0,Heavy Rain,1.5,2016
4392,,Mexico,,-93.8047,17.0711,127233.91,2016-09-14,2016-09-22,News,13,600,Heavy Rain,1.0,2016
4399,,Australia,,139.898,-33.2769,634200.41,2016-09-10,2016-09-22,News,1,280,Heavy Rain,1.5,2016
4400,,Canada,,-61.5887,45.5679,17108.71,2016-10-11,2016-10-12,News,0,0,Heavy Rain,1.0,2016
4401,,Mexico,,-104.964,23.6723,22329.12,2016-09-29,2016-10-05,News,5,3000,heavy Rain,1.0,2016
4406,,Ukraine,,31.3479,47.2563,19889.49,2016-10-12,2016-10-16,News,3,200,Heavy Rain,1.0,2016
4408,,Romania,Albania,27.5622,45.151,57182.5,2016-10-09,2016-10-16,News,1,300,Heavy Rain,1.0,2016
4409,,Australia,,140.219,-34.2934,113091.29,2016-10-01,2016-10-16,News,1,0,Heavy Rain,1.0,2016
4412,,Argentina,Uruguay,-55.6697,-34.6637,281856.22,2016-10-10,2016-11-10,News,0,50,Heavy Rain,1.5,2016
4413,,Indonesia,,123.245,0.64869,11225.49,2016-10-23,2016-11-10,News,2,4500,Heavy Rain,1.0,2016
4414,,Mexico,,-99.7926,23.273,322162.36,2016-11-03,2016-11-10,News,2,300,Heavy Rain,1.0,2016
4415,,Haiti,,-72.5871,19.7388,4534.1,2016-11-05,2016-11-10,News,10,0,Heavy Rain,1.0,2016
4416,,Dominican Republic,,-70.1252,18.9199,30798.38,2016-11-07,2016-11-10,News,0,20000,Heavy Rain,1.0,2016
4417,,Albania,Montenegro,19.4463,42.2541,16543.1,2016-11-07,2016-11-10,News,2,300,Heavy Rain,1.5,2016
4421,,Bolivia,,-65.894,-12.843,301195.25,2016-12-03,2016-12-07,News,0,4,Heavy Rain,1.0,2016
4422,,Vietnam,,108.572,12.7304,37984.59,2016-11-30,2016-12-07,News,14,500,Heavy Rain,1.5,2016
4424,,Malaysia,,102.56,5.12197,20485.81,2016-11-28,2016-12-07,News,0,400,Heavy Rain,1.0,2016
4425,,Greece,Turkey,27.3395,38.7051,36417.46,2016-11-26,2016-12-07,News,1,0,Heavy Rain,1.0,2016
4426,,Congo,Angola,14.7203,-5.34759,162268.82,2016-12-25,2017-01-12,News,50,4500,Heavy Rain,1.5,2016
4427,,Argentina,,-59.8071,-33.7708,445992.61,2016-12-26,2017-01-05,News,1,700,Heavy Rain,1.5,2016
4428,,Australia,,133.489,-21.5215,1155717.36,2016-12-25,2017-01-05,News,0,100,Heavy Rain,1.5,2016
4429,FL-2016-000133-VNM,Vietnam,,107.805,15.4331,44341.22,2016-12-13,2017-01-02,News,19,0,Heavy Rain,1.5,2016
4430,,Turkey,,34.2182,38.4787,99220.22,2016-12-28,2017-01-05,News,2,0,Heavy Rain,1.0,2016
4431,,Malaysia,,102.411,4.70029,43580.48,2016-12-31,2017-01-05,News,0,25000,Heavy Rain,1.5,2016
4432,FL-2017-000004-THA,Thailand,,100.061,7.30494,50020.11,2016-12-31,2017-02-07,News,96,1000000,Heavy Rain,1.5,2016
4434,,USA,,-122.458,39.6236,107407.26,2017-01-04,2017-01-05,News,0,0,Heavy Rain,1.5,2017
4435,,Brazil,Argentina,-55.5512,-29.4094,386846.74,2017-01-05,2017-01-21,News,0,0,Heavy Rain,1.0,2017
4436,,Philippines,,125.027,8.08572,46236.69,2017-01-16,2017-01-21,News,4,13559,Heavy Rain,1.0,2017
4437,,Honduras,,-85.3672,15.5805,13364.22,2017-01-07,2017-01-21,News,7,400,Heavy Rain,1.0,2017
4438,,USA,,-119.043,35.0839,74443.11,2017-01-20,2017-01-21,News,0,0,Heavy Rain,1.0,2017
4439,FL-2017-000012-MOZ,Mozambique,,34.5151,-20.7778,128096.69,2017-01-01,2017-02-07,News,6,1200,Heavy Rain,1.5,2017
4440,FL-2017-000010-PHL,Philippines,,124.062,7.59046,30389.11,2017-02-01,2017-02-07,News,13,334000,Heavy Rain,1.5,2017
4441,,Peru,,-77.573,-5.25083,288499.13,2017-02-01,2017-02-07,News,1,12000,Heavy Rain,1.0,2017
4442,,Colombia,,-76.2863,1.6911,117321.46,2017-01-05,2017-02-07,News,0,280,Heavy Rain,1.0,2017
4443,,Malaysia,,102.461,3.93172,78809.78,2017-01-23,2017-02-07,News,0,5000,Heavy Rain,1.0,2017
4444,,USA,,-120.825,38.804,126994.99,2017-02-16,2017-03-03,News,5,14000,Heavy Rain,1.5,2017
4445,,Chile,,-70.2489,-30.9395,183781.03,2017-02-24,2017-03-03,News,3,1200,Heavy Rain,2.0,2017
4447,,Indonesia,,107.162,-7.0293,40253.83,2017-02-21,2017-03-03,News,2,400,Heavy Rain,1.0,2017
4448,,Colombia,,-72.6737,3.72258,128596.78,2017-02-23,2017-03-03,News,1,2000,Heavy Rain,1.0,2017
4450,FL-2017-000018-PER,Peru,,-75.1481,-11.0042,810942.34,2017-02-01,2017-03-22,News,78,70000,Heavy Rain,2.0,2017
4451,,Australia,,150.76,-31.6956,138000.28,2017-03-13,2017-03-22,News,1,0,Heavy Rain,1.0,2017
4452,,Burundi,,29.8386,-1.9573,18863.13,2017-03-16,2017-03-22,News,6,640,Heavy Rain,1.0,2017
4455,FL-2017-000027-NAM,Namibia,,17.0462,-20.5698,248928.28,2017-03-09,2017-03-22,News,0,0,Heavy Rain,1.0,2017
4456,MS-2017-000033-COL,Colombia,,-76.1131,2.18701,28634.32,2017-04-01,2017-04-08,News,314,0,Heavy Rain,2.0,2017
4457,,Angola,,13.6563,-8.71752,24002.58,2017-03-21,2017-04-08,News,11,344,Heavy Rain,1.0,2017
4459,,Bangladesh,,90.6828,24.3178,16281.3,2017-03-30,2017-04-18,News,0,0,Heavy Rain,1.0,2017
4460,,Malawi,,33.8718,-10.3642,24405.78,2017-04-04,2017-04-18,News,4,0,Heavy Rain,1.0,2017
4461,,New Zealand,,176.79,-38.2042,23530.76,2017-04-05,2017-04-21,News,0,2200,Heavy Rain,2.0,2017
4464,FL-2017-000039-ARG,Argentina,,-62.6279,-27.4231,273962.64,2017-04-05,2017-04-21,News,0,0,Heavy Rain,1.5,2017
4466,,Bangladesh,India,89.5446,25.3101,37654.52,2017-04-16,2017-05-02,News,20,0,Heavy Rain,1.0,2017
4468,,USA,,-91.1819,37.5744,482098.66,2017-04-28,2017-05-02,News,0,0,Heavy Rain,1.5,2017
4469,,USA,,-81.5814,34.9912,133033.09,2017-04-26,2017-05-02,News,1,0,Heavy Rain,1.5,2017
4471,,China,,112.952,23.8607,104160.82,2017-05-07,2017-05-15,News,0,7000,Heavy Rain,1.0,2017
4472,,Kenya,,37.8802,-2.87879,55027.86,2017-05-08,2017-05-15,News,13,6000,Heavy Rain,1.0,2017
4473,,Chile,,-69.952,-27.1217,157698.57,2017-05-11,2017-05-15,News,2,3000,Heavy Rain,1.5,2017
4475,,Uruguay,,-57.4317,-31.8884,87427.72,2017-05-25,2017-06-14,News,0,5600,Heavy Rain,1.5,2017
4478,,Guyana,,-59.0153,3.81464,131888.36,2017-05-20,2017-05-25,News,0,100,Heavy Rain,1.5,2017
4479,FL-2017-000067-BRA,Brazil,,-38.2308,-8.09623,266010.35,2017-05-25,2017-06-10,News,7,50000,Heavy Rain,1.5,2017
4481,,Honduras,,-87.2229,13.4982,5489.1,2017-06-10,2017-06-14,News,0,0,Heavy Rain,1.0,2017
4485,,Philippines,,125.249,7.76344,8703.64,2017-06-12,2017-06-14,News,0,0,Heavy Rain,1.0,2017
4486,FL-2017-000078-NER,Niger,,1.11137,13.7015,108198.36,2017-06-13,2017-07-03,News,14,1000,Heavy Rain,1.5,2017
4487,,Chile,,-70.9912,-33.4188,71430.43,2017-06-14,2017-06-20,News,4,50,Heavy Rain,1.0,2017
4495,,Venezuela,,-67.5271,7.83511,122334.47,2017-08-04,2017-08-21,News,0,1080,Heavy Rain,1.5,2017
4497,,Japan,,140.417,39.0201,10724.25,2017-07-22,2017-08-01,News,0,20000,Heavy Rain,1.5,2017
4500,FF-2017-000101-VNM,Vietnam,,105.158,21.6577,23949.6,2017-08-02,2017-08-10,News,12,3600,Heavy Rain,1.0,2017
4502,,Russia,,136.879,47.8978,228750.36,2017-08-07,2017-08-10,News,0,3600,Heavy Rain,1.5,2017
4503,,Germany,,9.92006,52.9946,25766.72,2017-07-25,2017-07-29,News,0,12,Heavy Rain,1.5,2017
4511,,Sudan,South Sudan,29.6159,9.42341,986533.98,2017-08-22,2017-08-26,News,0,0,Heavy Rain,1.0,2017
4512,,Uganda,,33.0057,2.72692,59267.62,2017-08-24,2017-08-26,News,0,2000,Heavy Rain,1.0,2017
4517,FL-2017-000126-NGA,Nigeria,,9.44993,8.16896,86946.56,2017-09-01,2017-09-19,News,0,10000,Heavy Rain,1.0,2017
4519,,Niger,,4.40226,14.6173,184437.33,2017-08-26,2017-09-15,News,44,40000,Heavy Rain,1.0,2017
